submission_a,submission_b,assignment_id,code_a,code_b,token_similarity,line_similarity,length_similarity,structure_similarity,typing_speed_gap,idle_ratio_gap,paste_ratio_gap,tab_switch_gap,suspicion_gap,label
sub_0001,sub_1002,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","num = int(input(""Enter limit: ""))

x = 0
y = 1

print(x)
print(y)

for i in range(2, num):
    z = x + y
    print(z)
    x = y
    y = z",0.5238095238095238,0.0,0.9781021897810219,0.9999600015999357,35,0.26,0.78,7,81,0
sub_0001,sub_1003,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","n = int(input(""How many terms""))

x = 0
y = 1
c = 0

while c < n:
    print(x)
    t = x + y
    x = y
    y = t
    c += 1",0.30434782608695654,0.0,0.917910447761194,0.0,41,0.32,0.8099999999999999,9,87,0
sub_0001,sub_1004,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","terms = int(input())

a = 0
b = 1
count = 0

while count < terms:
    print(a)
    temp = a + b
    a = b
    b = temp
    count = count + 1",0.35,0.25,0.9571428571428572,0.0,37,0.27,0.76,8,82,0
sub_0001,sub_1005,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","n = int(input())

f = [0, 1]

for i in range(2, n):
    f.append(f[i-1] + f[i-2])

print(f)",0.6111111111111112,0.07142857142857142,0.6791044776119403,0.9999600015999357,33,0.24,0.7,6,78,0
sub_0001,sub_1006,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","num = int(input(""Enter terms""))

fib = [0,1]

for i in range(2, num):
    value = fib[i-1] + fib[i-2]
    fib.append(value)

print(fib)",0.5238095238095238,0.0,0.9925925925925926,0.9999600015999357,39,0.3,0.7899999999999999,10,86,0
sub_0001,sub_1007,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","n = int(input())

a, b = 0, 1

for i in range(n):
    print(a, end="" "")
    a, b = b, a+b",0.7058823529411765,0.0,0.664179104477612,0.9999600015999357,31,0.22999999999999998,0.6599999999999999,7,75,0
sub_0001,sub_1008,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","terms = int(input(""Enter number""))

x, y = 0, 1

for i in range(terms):
    print(x, end="" "")
    x, y = y, x + y",0.55,0.0,0.8432835820895522,0.9999600015999357,36,0.28,0.74,8,80,0
sub_0001,sub_1009,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","n = int(input())

first = 0
second = 1

i = 1

while i <= n:

    print(first)

    sum = first + second
    first = second
    second = sum

    i = i + 1",0.35,0.0,0.864516129032258,0.0,40,0.31,0.82,9,88,0
sub_0001,sub_1010,assignment_001,"n = int(input(""Enter number: ""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    c = a + b
    print(c)
    a = b
    b = c","num = int(input(""Enter terms""))

f = 0
s = 1

i = 1

while i <= num:

    print(f)

    t = f + s
    f = s
    s = t

    i += 1",0.3181818181818182,0.0,0.9626865671641791,0.0,34,0.25,0.72,7,79,0
sub_0002,sub_0003,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)",0.2222222222222222,0.0,0.7814207650273224,0.0,12,0.07999999999999999,0.01,2,6,0
sub_0002,sub_0004,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)",0.2608695652173913,0.0,0.8111888111888111,0.0,3,0.04000000000000001,0.03,1,5,0
sub_0002,sub_0005,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","def fib(n):
    if n <= 1:
        return n
    else:
        return fib(n-1) + fib(n-2)

terms = int(input(""Enter terms: ""))

for i in range(terms):
    print(fib(i), end="" "")",0.23076923076923078,0.0,0.8125,0.0,9,0.03,0.04,1,1,0
sub_0002,sub_0006,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","num = int(input(""enter no""))

f = 0
s = 1

for i in range(num):

    print(f)

    next = f + s
    f = s
    s = next",0.20833333333333334,0.0,0.8251748251748252,0.0,2,0.020000000000000018,0.01,0,3,0
sub_0002,sub_0007,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input(""Enter terms: ""))

a, b = 0, 1

for i in range(n):
    print(a, end="" "")
    a, b = b, a + b",0.3181818181818182,0.0,0.7412587412587412,0.0,7,0.06999999999999999,0.0,1,4,0
sub_0002,sub_0008,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input(""Enter a positive number: ""))

if n <= 0:
    print(""Invalid input"")
else:
    a = 0
    b = 1

    for i in range(n):
        print(a)
        c = a + b
        a = b
        b = c",0.2222222222222222,0.0,0.7333333333333333,0.0,1,0.07,0.019999999999999997,2,8,0
sub_0002,sub_0009,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","def fibo(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibo(n-1) + fibo(n-2)

n = int(input())

arr = []

for i in range(n):
    arr.append(fibo(i))

print(arr)",0.2222222222222222,0.0,0.6842105263157895,0.0,14,0.09,0.01,2,8,0
sub_0002,sub_0010,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input(""Enter number: ""))

a = 0
b = 1

print(""Fibonacci Series"")

for _ in range(n):
    print(a, end="" "")
    a, b = b, a + b",0.24,0.0,0.9370629370629371,0.0,4,0.009999999999999981,0.03,0,2,0
sub_0002,sub_0011,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","# fibonacci series program

n = int(input(""Enter terms""))

first = 0
second = 1

i = 1

while i <= n:

    print(first)

    third = first + second
    first = second
    second = third

    i = i + 1",0.36363636363636365,0.0,0.715,0.9999600015999357,1,0.03,0.01,1,6,0
sub_0002,sub_1001,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input(""Enter number""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    d = a + b
    print(d)
    a = b
    b = d",0.25,0.0,0.9230769230769231,0.0,43,0.22999999999999998,0.77,7,80,0
sub_0002,sub_1002,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","num = int(input(""Enter limit: ""))

x = 0
y = 1

print(x)
print(y)

for i in range(2, num):
    z = x + y
    print(z)
    x = y
    y = z",0.30434782608695654,0.25,0.958041958041958,0.0,40,0.2,0.8,6,78,0
sub_0002,sub_1003,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input(""How many terms""))

x = 0
y = 1
c = 0

while c < n:
    print(x)
    t = x + y
    x = y
    y = t
    c += 1",0.75,0.25,0.8601398601398601,0.9999600015999357,46,0.26,0.83,8,84,0
sub_0002,sub_1004,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","terms = int(input())

a = 0
b = 1
count = 0

while count < terms:
    print(a)
    temp = a + b
    a = b
    b = temp
    count = count + 1",0.5625,0.05263157894736842,0.9790209790209791,0.9999600015999357,42,0.21000000000000002,0.78,7,79,0
sub_0002,sub_1005,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input())

f = [0, 1]

for i in range(2, n):
    f.append(f[i-1] + f[i-2])

print(f)",0.2857142857142857,0.0,0.6363636363636364,0.0,38,0.18,0.72,5,75,0
sub_0002,sub_1006,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","num = int(input(""Enter terms""))

fib = [0,1]

for i in range(2, num):
    value = fib[i-1] + fib[i-2]
    fib.append(value)

print(fib)",0.25,0.0,0.9440559440559441,0.0,44,0.24,0.8099999999999999,9,83,0
sub_0002,sub_1007,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input())

a, b = 0, 1

for i in range(n):
    print(a, end="" "")
    a, b = b, a+b",0.2857142857142857,0.0,0.6223776223776224,0.0,36,0.16999999999999998,0.6799999999999999,6,72,0
sub_0002,sub_1008,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","terms = int(input(""Enter number""))

x, y = 0, 1

for i in range(terms):
    print(x, end="" "")
    x, y = y, x + y",0.38095238095238093,0.0,0.7902097902097902,0.0,41,0.22000000000000003,0.76,7,77,0
sub_0002,sub_1009,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","n = int(input())

first = 0
second = 1

i = 1

while i <= n:

    print(first)

    sum = first + second
    first = second
    second = sum

    i = i + 1",0.3888888888888889,0.0,0.9225806451612903,0.9999600015999357,45,0.25,0.84,8,85,0
sub_0002,sub_1010,assignment_001,"n = int(input(""How many terms? ""))

x = 0
y = 1
count = 0

while count < n:
    print(x)
    temp = x + y
    x = y
    y = temp
    count += 1","num = int(input(""Enter terms""))

f = 0
s = 1

i = 1

while i <= num:

    print(f)

    t = f + s
    f = s
    s = t

    i += 1",0.35,0.0,0.9020979020979021,0.9999600015999357,39,0.19,0.74,6,76,0
sub_0003,sub_0004,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)",0.4782608695652174,0.0,0.6338797814207651,0.49999000019999595,15,0.12,0.02,3,11,0
sub_0003,sub_0005,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","def fib(n):
    if n <= 1:
        return n
    else:
        return fib(n-1) + fib(n-2)

terms = int(input(""Enter terms: ""))

for i in range(terms):
    print(fib(i), end="" "")",0.48,0.0,0.9617486338797814,0.6666577778962947,3,0.04999999999999999,0.030000000000000002,1,7,0
sub_0003,sub_0006,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","num = int(input(""enter no""))

f = 0
s = 1

for i in range(num):

    print(f)

    next = f + s
    f = s
    s = next",0.4782608695652174,0.058823529411764705,0.644808743169399,0.49999000019999595,10,0.1,0.0,2,9,0
sub_0003,sub_0007,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input(""Enter terms: ""))

a, b = 0, 1

for i in range(n):
    print(a, end="" "")
    a, b = b, a + b",0.7,0.07142857142857142,0.5792349726775956,0.49999000019999595,5,0.009999999999999995,0.01,1,2,0
sub_0003,sub_0008,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input(""Enter a positive number: ""))

if n <= 0:
    print(""Invalid input"")
else:
    a = 0
    b = 1

    for i in range(n):
        print(a)
        c = a + b
        a = b
        b = c",0.5833333333333334,0.3125,0.9384615384615385,0.33332888894814733,13,0.15,0.009999999999999998,4,14,0
sub_0003,sub_0009,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","def fibo(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibo(n-1) + fibo(n-2)

n = int(input())

arr = []

for i in range(n):
    arr.append(fibo(i))

print(arr)",0.4074074074074074,0.0,0.8755980861244019,0.6666577778962947,2,0.010000000000000009,0.02,0,2,0
sub_0003,sub_0010,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input(""Enter number: ""))

a = 0
b = 1

print(""Fibonacci Series"")

for _ in range(n):
    print(a, end="" "")
    a, b = b, a + b",0.6363636363636364,0.21428571428571427,0.73224043715847,0.49999000019999595,8,0.07,0.02,2,8,0
sub_0003,sub_0011,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","# fibonacci series program

n = int(input(""Enter terms""))

first = 0
second = 1

i = 1

while i <= n:

    print(first)

    third = first + second
    first = second
    second = third

    i = i + 1",0.34615384615384615,0.0,0.915,0.0,11,0.10999999999999999,0.0,3,12,0
sub_0003,sub_1001,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input(""Enter number""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    d = a + b
    print(d)
    a = b
    b = d",0.5909090909090909,0.17647058823529413,0.7213114754098361,0.49999000019999595,31,0.30999999999999994,0.76,9,86,0
sub_0003,sub_1002,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","num = int(input(""Enter limit: ""))

x = 0
y = 1

print(x)
print(y)

for i in range(2, num):
    z = x + y
    print(z)
    x = y
    y = z",0.5217391304347826,0.0,0.7486338797814208,0.49999000019999595,28,0.28,0.79,8,84,0
sub_0003,sub_1003,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input(""How many terms""))

x = 0
y = 1
c = 0

while c < n:
    print(x)
    t = x + y
    x = y
    y = t
    c += 1",0.2692307692307692,0.0,0.6721311475409836,0.0,34,0.33999999999999997,0.82,10,90,0
sub_0003,sub_1004,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","terms = int(input())

a = 0
b = 1
count = 0

while count < terms:
    print(a)
    temp = a + b
    a = b
    b = temp
    count = count + 1",0.30434782608695654,0.17647058823529413,0.7650273224043715,0.0,30,0.29000000000000004,0.77,9,85,0
sub_0003,sub_1005,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input())

f = [0, 1]

for i in range(2, n):
    f.append(f[i-1] + f[i-2])

print(f)",0.45454545454545453,0.0,0.4972677595628415,0.49999000019999595,26,0.26,0.71,7,81,0
sub_0003,sub_1006,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","num = int(input(""Enter terms""))

fib = [0,1]

for i in range(2, num):
    value = fib[i-1] + fib[i-2]
    fib.append(value)

print(fib)",0.4583333333333333,0.0,0.7377049180327869,0.49999000019999595,32,0.31999999999999995,0.7999999999999999,11,89,0
sub_0003,sub_1007,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input())

a, b = 0, 1

for i in range(n):
    print(a, end="" "")
    a, b = b, a+b",0.6842105263157895,0.07142857142857142,0.48633879781420764,0.49999000019999595,24,0.24999999999999997,0.6699999999999999,8,78,0
sub_0003,sub_1008,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","terms = int(input(""Enter number""))

x, y = 0, 1

for i in range(terms):
    print(x, end="" "")
    x, y = y, x + y",0.4782608695652174,0.0,0.6174863387978142,0.49999000019999595,29,0.30000000000000004,0.75,9,83,0
sub_0003,sub_1009,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","n = int(input())

first = 0
second = 1

i = 1

while i <= n:

    print(first)

    sum = first + second
    first = second
    second = sum

    i = i + 1",0.30434782608695654,0.0,0.8469945355191257,0.0,33,0.32999999999999996,0.83,10,91,0
sub_0003,sub_1010,assignment_001,"def fibonacci(num):
    a = 0
    b = 1

    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c

n = int(input(""Enter limit: ""))
fibonacci(n)","num = int(input(""Enter terms""))

f = 0
s = 1

i = 1

while i <= num:

    print(f)

    t = f + s
    f = s
    s = t

    i += 1",0.3333333333333333,0.0,0.7049180327868853,0.0,27,0.27,0.73,8,82,0
sub_0004,sub_0005,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","def fib(n):
    if n <= 1:
        return n
    else:
        return fib(n-1) + fib(n-2)

terms = int(input(""Enter terms: ""))

for i in range(terms):
    print(fib(i), end="" "")",0.5714285714285714,0.0,0.6590909090909091,0.33332888894814733,12,0.07,0.010000000000000002,2,4,0
sub_0004,sub_0006,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","num = int(input(""enter no""))

f = 0
s = 1

for i in range(num):

    print(f)

    next = f + s
    f = s
    s = next",0.5,0.0,0.9830508474576272,0.9999600015999357,5,0.01999999999999999,0.02,1,2,0
sub_0004,sub_0007,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","n = int(input(""Enter terms: ""))

a, b = 0, 1

for i in range(n):
    print(a, end="" "")
    a, b = b, a + b",0.5789473684210527,0.0,0.9137931034482759,0.9999600015999357,10,0.11,0.03,2,9,0
sub_0004,sub_0008,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","n = int(input(""Enter a positive number: ""))

if n <= 0:
    print(""Invalid input"")
else:
    a = 0
    b = 1

    for i in range(n):
        print(a)
        c = a + b
        a = b
        b = c",0.4782608695652174,0.0,0.5948717948717949,0.49999000019999595,2,0.03,0.010000000000000002,1,3,0
sub_0004,sub_0009,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","def fibo(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return fibo(n-1) + fibo(n-2)

n = int(input())

arr = []

for i in range(n):
    arr.append(fibo(i))

print(arr)",0.5454545454545454,0.0,0.5550239234449761,0.33332888894814733,17,0.13,0.04,3,13,0
sub_0004,sub_0010,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","n = int(input(""Enter number: ""))

a = 0
b = 1

print(""Fibonacci Series"")

for _ in range(n):
    print(a, end="" "")
    a, b = b, a + b",0.45454545454545453,0.0,0.8656716417910447,0.9999600015999357,7,0.04999999999999999,0.0,1,3,0
sub_0004,sub_0011,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","# fibonacci series program

n = int(input(""Enter terms""))

first = 0
second = 1

i = 1

while i <= n:

    print(first)

    third = first + second
    first = second
    second = third

    i = i + 1",0.34782608695652173,0.0,0.58,0.0,4,0.010000000000000009,0.02,0,1,0
sub_0004,sub_1001,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","n = int(input(""Enter number""))

a = 0
b = 1

print(a)
print(b)

for i in range(2, n):
    d = a + b
    print(d)
    a = b
    b = d",0.631578947368421,0.07142857142857142,0.8787878787878788,0.9999600015999357,46,0.18999999999999997,0.74,6,75,0
sub_0004,sub_1002,assignment_001,"n = int(input(""Enter value: ""))

fib = [0, 1]

for i in range(2, n):
    fib.append(fib[i-1] + fib[i-2])

print(fib)","num = int(input(""Enter limit: ""))

x = 0
y = 1

print(x)
print(y)

for i in range(2, num):
    z = x + y
    print(z)
    x = y
    y = z",0.55,0.0,0.8467153284671532,0.9999600015999357,43,0.16,0.77,5,73,0
